,game_id,title,description,score,date,img_url
880,881,This War of Mine,"In This War of Mine, the focus is shifted away from military operations portrayed in most games. Instead, it is a dark survival game where players control a gaggle of civilians attempting to stay alive in a besieged city. During the day snipers outside stop you from leaving your refuge, offering players time to craft, trade, upgrade their shelter, feed and cure their people. At night they must scavenge nearby areas in search for food, medicines, weapons and other useful items.",83,2014-11-14,https://static.metacritic.com/images/products/games/7/4af2c5c29b937793b447756158728786-98.jpg
881,882,Strange Horticulture,"Welcome to Undermere, a quaint town surrounded by hag-infested forests and rugged mountains. You are the Horticulturist, owner of local plant store Strange Horticulture. As a cast of colorful customers come by your shop, you are quickly thrust into an occult mystery stretching back hundreds of years.

Strange Horticulture is an occult puzzle game in which you play as the proprietor of a local plant store. Find and identify new plants, pet your cat, speak to a coven, or join a cult. Use your collection of powerful plants to influence the story and unravel Undermere's dark mysteries.",83,2022-01-21,https://static.metacritic.com/images/products/games/5/c4334b26c77da982d9269a510bb1bf1c-98.jpg
882,883,Devil Daggers,"Devil Daggers is a fast-paced shooter that places you in an abyssal arena to face endless legions of demons. Armed with versatile magic daggers and a fluid movment system, fight to survive as long as you can.",83,2016-02-18,https://static.metacritic.com/images/products/games/3/9b40af3a3a0f9a2d86cd70cd5e6a645c-98.jpg
883,884,Don't Starve Together,"Don't Starve Together is a standalone multiplayer expansion of the uncompromising survival game, Don't Starve.",83,2016-04-21,https://static.metacritic.com/images/products/games/7/81ae337c6aab8cb4563219437a93d2b5-98.jpg
884,885,The Elder Scrolls Online: Summerset,"The Elder Scrolls Online: Summerset is the next Chapter of ZeniMax Online Studios' award-winning online RPG, The Elder Scrolls Online (ESO). This new adventure in the ESO saga will send adventurers and their friends to the Summerset Isle, to visit and explore the ancestral home of the high elves for the first time since 1994's The Elder Scrolls: Arena. Players will also be able to explore the island of Artaeum, home to the mysterious Psijic Order, a group of sages that predate the Mages Guild. Tamriel's fate hangs in the balance and the heroes of ESO are called upon to save the world once more. 

This year's Chapter introduces an enormous and stunning new zone unlike any other, a fresh skill line with new magical powers to master, an expanded crafting system to forge powerful gear, and the continuation of the epic and award-winning ESO story. With more than 30 hours of new story content to experience, The Elder Scrolls Online: Summerset expands The Elder Scrolls Online in exciting and innovative ways, offering incredible adventures for both ESO veterans and those new to the game.",83,2018-05-21,https://static.metacritic.com/images/products/games/0/3e7503df4d111914db11e7d99fbc1d08-98.jpg
885,886,The Lord of the Rings Online: Siege of Mirkwood,"The Epic Conclusion to Volume II: Mines of Moria -  Under the command of Celeborn and Galadriel, players fight through vast armies of Orcs alongside the Elves of Lórien in a battle that will take them to Dol Guldur, the fortress of the Ringwraiths.  This update includes Book 9 and the Epilogue to the sweeping epic tale begun with the award-winning Mines of Moria expansion. Increased Level Cap - Players are able advance their characters up to level 65, gaining access to new traits, virtues, skills and class quests. Answer the Call of War! - Jump into the heat of battle with the new Skirmishes feature.  Skirmishes offer endless action in repeatable, randomized instances where players can create and lead customizable soldiers into battle, training them to greater skill as they earn victories against the forces of shadow.  Answer the call of war wherever violence erupts with the new ""World Join"" function that lets players and their fellowships band together to fight in various locations throughout Middle-earth. Take up Arms! Infiltrate the dark jails, deadly arenas and savage stables of Dol Guldur, the fortress of the Ringwraiths, and strike a blow against Sauron’s forces in new 3 and 6-player instances.  Call upon your fellows to adventure into the most deadly 12-player raid yet and face the ultimate challenge - the Nazgûl Lord! Major Gameplay Enhancements - Turbine continues to improve the award-winning experience of LOTRO with major improvements to the combat and Legendary Items systems.  Players will experience improved responsiveness when in the heat of battle.  Players will also be able to create and craft their own customized Second and Third Age Legendary Items from raw materials and grow their weapons’ power to level 60.  Achieve new Legacies, new titles, and a fourth Runic slot that will make Legendary Items even more unique and powerful. [Turbine]",83,2009-01-12,https://static.metacritic.com/images/products/games/0/3b8f4a27ccfe98fa2a875dcd2f70d078-98.jpg
886,887,Two Point Campus,"Build the university of your dreams with Two Point Campus, the sim with a twist from the makers of Two Point Hospital. Build, hire staff and run an academic institution packed with wild courses. Rather than typical academic fare, students in Two Point County enjoy a range of wild and wonderful courses: from Knight School (hey, we all have to learn jousting at some point in our lives), to the salivatory Gastronomy, where your students will build mouth-watering concoctions like giant pizzas and enormous pies.

Get to know your students, explore their individual personalities, wants and needs. Keep them happy with clubs, societies, gigs. Surround them with friends, help them develop relationships, furnish them with pastoral care and ensure they have the right amount of joie de vivre to develop into incredible individuals who will do the legacy of your university proud.",83,2022-09-08,https://static.metacritic.com/images/products/games/5/765a61eba9a589277af9a861d97df2aa-98.jpg
887,888,The Blackwell Epiphany,"A dead man’s soul cries out against the force of a ferocious blizzard. He cries for help. He cries for answers. Then he screams as he is torn apart like damp tissue paper. This wasn’t the first time, and it won’t be the last. The police are powerless to stop it, so the duty falls to the only ones who can. What force could be so powerful – and so malevolent – that it would destroy the very core of a life in order to get what it wants? Rosa Blackwell and Joey Mallone mean to find out, even if it means risking themselves in the process.",83,2014-04-24,https://static.metacritic.com/images/products/games/3/c072a75e178c07847e9238f0f040f6e4-98.jpg
888,889,One Finger Death Punch 2,"The world's fastest brawler is back. Experience cinematic kung-fu in the most epic stickman fighter ever made. Staying true to the original, you play with only two buttons. Every press matters, do not button mash!",83,2019-04-15,https://static.metacritic.com/images/products/games/3/494047e19518defb0f2b11a426a088b5-98.jpg
889,890,Out of the Park Baseball 10,"Out of the Park Baseball 10 (""OOTP 10""), the latest in the award-winning series, is the most immersive, realistic, and customizable baseball management simulation game on the market today. OOTP 10 provides what fantasy baseballers truly desire - the ability to control every aspect of a baseball team. With online or solo play, real Major League rosters, historical simulations, and purely fictional leagues, OOTP 10 has all of the bases covered! [Out of the Park Developments]",83,2009-02-06,https://static.metacritic.com/images/products/games/4/0b41b47bdc234fb8ca5b3e11b505d41c-98.jpg
890,891,Frozen Synapse Prime,"Assume the role of Tactics, leading a rebel faction to overthrow a powerful corporation controlling the virtual city of Markov Geist. Control an elite strike team of futuristic soldiers; plot paths and issue orders to your units, test your plans and predict your opponent in each turn.",83,2014-11-14,https://static.metacritic.com/images/products/games/9/6f3a938843d44acc23245045114ae980-98.jpg
891,892,Tomb Raider: Anniversary,"Inspired by the first Tomb Raider videogame, originally released in 1996, Lara Croft Tomb Raider: Anniversary is a totally new 2006 adventure for Lara, faithfully preserving the elements which made the original Tomb Raider such a classic. Using an enhanced ""Tomb Raider Legend"" game engine, the graphics, technology and physics bring Lara's adventure and pursuit of a mystical artefact known only as the Scion up to today’s technology standards and offer gamers a completely new gameplay experience. The puzzles are now more in depth and incorporate environmental interaction and physics driven solutions. The level design and flow of gameplay are inspired by the original videogame making Lara Croft Tomb Raider: Anniversary a brand new experience in gaming, while still invoking the nostalgia of the first adventure in Tomb Raiding. [Eidos Interactive]",83,2007-05-06,https://static.metacritic.com/images/products/games/9/9c11387964ac5e6a86cac43205ba1f12-98.jpg
892,893,Muv-Luv Alternative,Playtime’s over. Time for despair. Experience the definitive version of a masterpiece in the Muv-Luv trilogy’s thrilling conclusion. Note: therapy not included.,83,2017-09-18,https://static.metacritic.com/images/products/games/0/d23622df585f4952a4251ded1e8b9674-98.jpg
893,894,The Forest (2014),"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",83,2018-04-30,https://static.metacritic.com/images/products/games/5/498bf8f5f424378ddd7b642f67d36b66-98.jpg
894,895,Need for Speed: Shift,"Need for Speed SHIFT brings a true driver's experience to some of the world's most iconic racing tracks, including the storied Brand's Hatch in the UK. The game also features the largest roster of high-performance cars in Need for Speed history including race cars such as the Pagani Zonda F, Porsche 911 GT2 and Lotus Elise. Players are thrust into the loud, intense, and athletic experience of racing a car from the driver's perspective through the combination of perception based G-forces, the hyper reality of the cockpit view, and the all-new brutally disorienting crash dynamic. Need for Speed SHIFT features an accurate, accessible physics-based driving model that allows you to feel every impact, every change of track surface and every last bit of grip as you push yourself to the edge. [Electronic Arts]",83,2009-09-15,https://static.metacritic.com/images/products/games/2/f2341bccd2542efd50084192876057bd-98.jpg
895,896,Hearts of Iron II,"Hearts of Iron II is the sequel to the most appreciated World War II PC game of true Grand Strategic scope! As in its forbear, the map spans the entire world and allows you to play one of over 130 countries during the years of World War II. Hearts of Iron II is a dream come true for every armchair general and forces the player to choose sides when democracy, communism and fascism clash in the battles that changed history. [Paradox]",83,2005-04-01,https://static.metacritic.com/images/products/games/5/c1b8c2dd0dccfe9106dfa9708b73f44e-98.jpg
896,897,Danganronpa 2: Goodbye Despair,"Jabberwock Island-Once a popular tourist destination, you and your classmates at Hope's Peak Academy have been brought to this island by your teacher. Everyone seems to be having fun...until Monokuma returns and restarts his murderous game! Trapped on this island of mutual killing, your only hope rests in solving the islands mysteries.",83,2016-04-18,https://static.metacritic.com/images/products/games/3/160bc48724c24e70bbf943f14093a869-98.jpg
897,898,FIFA Soccer 11,EA returns to the field with another installment in its long-running soccer series.,83,2010-09-28,https://static.metacritic.com/images/products/games/0/dc164322982aa7ea7542204a3dc2f848-98.jpg
898,899,Project CARS,"Create a driver, pick from a variety of motorsports, and shift into high gear to chase a number of Historic Goals and ultimate recognition in the Hall Of Fame. Then test your skills online either in competitive fully-loaded race weekends, leaderboard-based time challenges, or continually-updated community events.",83,2015-06-05,https://static.metacritic.com/images/products/games/2/313bfd6a21f0ebd04fde32b6fe0f17d2-98.jpg
899,900,Hitman - Episode 6: Hokkaido,"The Season Finale for HITMAN Season One features a mission called “Situs Inversus” and is the culmination of everything players will have learnt in terms of both gameplay and story. The Hokkaido location is set within the grounds of the hyper-exclusive GAMA private hospital and resort. This secluded facility is a fusion of Japanese beauty and cutting-edge technology, featuring its own Zen gardens, organic sushi restaurant and traditional Japanese hot spring. Agent 47 must locate two targets in this climactic Season Finale.",83,2016-10-31,https://static.metacritic.com/images/products/games/5/7c29c38c63e0e691aa394905bb38bedb-98.jpg
900,901,Riven: The Sequel to Myst,Enter a deceptively beautiful world torn apart by age-old conflicts...where secrets lie hidden at every turn...and nothing is as it seems. You must search. You must explore. You must summon every spark of intellect and intuition. Only then will you learn the truth and this troubled land and its inhabitants. You must let Riven become your world - before an entire world is lost. [Red Orb],83,1997-10-31,https://static.metacritic.com/images/products/games/9/7f66833ad5f27ccb9345d9e710886646-98.jpg
901,902,Total War: WARHAMMER II - Curse of the Vampire Coast,"Night falls on Lustria. As you stand on the dock and peer seawards through the gathering mists, strain your ears. The jungle sounds behind you fade, and in their place comes a wet thudding, as of rotten rigging against a mouldy mast. The sound multiplies, and with it, the groan of a thousand breathless voices, joined in something part-shanty, part-dirge. Dread prows pierce the gloom ahead, and the ghastly truth is laid bare: upon the ghoul-winds come the swollen hulks and decaying vessels of the Vampire Coast! Run now – run hard and fast. For it is all you can do.",83,2018-08-11,https://static.metacritic.com/images/products/games/98w-game.jpg
902,903,FIFA Soccer 2003,"The World of Soccer: Play with all the best clubs, players and national teams. Powerhouse Detail: The Club Championship highlights the top 18 club teams with intense detail, including team-specific stadiums and chants. Total Ball Control: Use your feet and head to control the ball like never before. New Set Pieces: Use free kicks and corner kicks to set up a shot or even score directly. Game-changing AI: Computer opponents will adopt tactics based on the real game situations. [EA Games]",83,2002-02-11,https://static.metacritic.com/images/products/games/6/df90aa866bdbbc526c702ed4f08e3d82-98.jpg
903,904,Age of Empires,"Age of Empires is an epic real-time strategy game spanning 10,000 years, in which players are the guiding spirit in the evolution of small stone age tribes. Starting with minimal resources, players are challenged to build their tribes into great civilizations. Gamers can choose from one of several ways to win the game, including: world domination by conquering enemy civilizations, exploration of the known world and economic victory through the accumulation of wealth. Age of Empires was developed by Ensemble Studios and features the expertise of Bruce Shelley, co-designer of the hit strategy game ""Civilization."" [Microsoft]",83,1997-09-30,https://static.metacritic.com/images/products/games/9/9dba4f6f800033576ced61a954ff4073-98.jpg
904,905,Icewind Dale II,"The worst fear of the civilized realms has come true. The Goblinoids have united into an army of outcasts and misfits and they want to call the Ten Towns their own. Massive swarms of Orcs and Worg-mounted Goblins are attempting to overrun the town of Targos, and that's just the beginning! A call has gone out to all those willing to face insurmountable odds in defense of the Ten Towns. Will you heed the call to arms and face the greatest threat to the Spine of the World? [Interplay]",83,2002-08-26,https://static.metacritic.com/images/products/games/8/79cf2f9e50625771748d1b91c147e769-98.jpg
905,906,Wings of Power: WWII Heavy Bombers and Jets,"Shockwave Productions is using their critically acclaimed skill to dominate the civil aviation sim world with Wings of Power for Microsoft Flight Simulator 2004. Wings of Power raises the bar once again by adding seven meticulously created aircraft, visuals, and missions to Microsoft's latest and greatest flight simulator. Gorgeously constructed aircraft, inside and out, down to the last rivet. Fully clickable cockpits with authentic working gauges. 3D cockpits so real, they look just like their 2D rendered counterparts. The latest wind-tunnel technology helps to create for the most authentic, fluid flying qualities, including complex spins and stalls. Enhanced lighting visual effects. Fly the famous heavy bombers of WWII and the ingenious German jet technology that opposed them. Manual including rare data and the real operation of these amazing aircraft. [Shockwave]",83,2004-09-13,https://static.metacritic.com/images/products/games/1/1a53c43c819417d871cfacfd902cfadd-98.jpg
906,907,EverQuest II: Echoes of Faydwer,"Echoes of Faydwer is the fourth expansion pack for EverQuest II and the first EQII expansion pack with content for beginners to high-level players (Levels 1 – 70). This expansion introduces a new playable race, The Fae, an enchanted race of winged creatures. The Fae dwell on the continent of Faydwer, in the arboreal city of Kelethin, the new starting city being added to new chapter in the EQII saga. Echoes of Faydwer includes over 350 new quests, a new selection of profession hats, cloaks, armor, and new horse mounts available to players of all levels. EQII players will encounter over 40 new types of creatures to face, more than 20 new zones and adventure areas, and will be able to compete against other players for new PvP (Player vs. Player) rewards, plus all-new items, equipment, spells and tradeskill recipes. The Achievement system introduced in the Kingdom of Sky expansion has been enhanced to include additional sub-class abilities, allowing players to further customize their characters' abilities. [SOE]",83,2006-11-13,https://static.metacritic.com/images/products/games/7/8d2ef1f10cf549bec0def9e9c25bd941-98.jpg
907,908,Naked War,"Naked War is a light hearted, turn-based, battle game for two players, played on Windows PCs over email. Its a Community Messaging Game. Each game is played on an island where two squads of up to four soldiers battle each other for supremacy. The player takes the role of a military officer, issuing strategic commandings to his / her squad, then watching the resulting battle unfold. Games are started by players sending out Challenges to anybody they know - either exisiting Naked War players in their in-game address book, or real life friends or acquiantences via their email address list. Each player takes it in turn to plan the movement of their four units. Each unit is allowed up to seven 'moves' per turn, and can move, attack, enter buildings, drive tanks and other vehicles or use items, etc., each move. Once the player has set up all the moves for their four units, he / she clicks the send button, which sends an email to their opponent containing this turn (in the form of an attached file), then plays back the turn on their PC, showing both players the results of the planned moves. When a player receives a turn in their email Inbox, they simply double click the attachment to launch Naked War, which plays back the turn received then allows the player to set up their own turn in reply. Each soldier in the game starts with a 'doofer', but looses it to their attacker if the damage inflicted is great enough to 'demob' the soldier, losing their uniform and making them naked! The aim of the game is for one team to defeat the other by gaining control of all the doofers, and the winner is declared at the end of the turn where the last doofer changes hands. Each turn is played offline at whatever time is convenient to the player. There is no need for both players to be on-line at the same time, or playing at the same time. Turns can be replied to instantly, during lunchtime, or at the end of the day, or they can wait in your Inbox for days until the you are ready to respond. The average turns take only a few minutes to set up and play back, and a game can take anything from as little as 10 turns, up to 50 or more before there is a winner, depending on the complexity of the map and the relative skill of the players involved. [The Pickford Brothers]",83,2006-10-10,https://static.metacritic.com/images/products/games/8/a1de0910c9dc8a5724127532547f0fab-98.jpg
908,909,Observer: System Redux,"The year is 2084. In a dark cyberpunk world shattered by plagues and wars, become a neural police detective and hack into the jagged minds of others. Make use of anything they felt, thought, or remembered to solve the case and catch the elusive killer.",83,2020-10-11,https://static.metacritic.com/images/products/games/0/0f459ca379d484a90940f470bc1a827e-98.jpg
909,910,EverQuest II,"EverQuest II is a parallel online universe to the hugely successful gaming phenomenon EverQuest. Featuring breathtaking graphics and a vast, beautiful game world to explore, EverQuest II sets new standards in graphical realism as players are immersed in the game's epic storyline with thousands of other players online. Massive World of Norrath -- Regions, cities, countless dungeons and dynamically created zones. Easy to Play -- New user friendly game mechanics with reduced learning curve for both new and seasoned players. 16 Races, 100 Levels and 48 Classes -- Branching systems allow you to choose your class as you advance. Existing EverQuest Player Incentives -- Exclusive crossover quest zones, chat system and more! [Sony Online Entertainment]",83,2004-08-11,https://static.metacritic.com/images/products/games/6/effcf51dc441812fa560a7a20a7c451e-98.jpg
910,911,Terraria,"Terraria offers players a chance to be an action gamer, master builder, a collector, and even an explorer.",83,2011-05-16,https://static.metacritic.com/images/products/games/2/e282af69f94513f4c7f62b8f040731d5-98.jpg
911,912,Little Nightmares II,"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by a mysterious transmission from a distant signal tower. With Six, the girl in a yellow raincoat, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be easy as Mono and Six will face an array of new threats from the terrible residents of this world. Will you dare face this collection of new, little nightmares? PLAY A DARK, THRILLING, SUSPENSE ADVENTURE: A host of brand-new residents lie in wait to haunt your steps and disturb your sleep. Outsmart the sadistic teacher, survive the bloodthirsty hunter and flee from many more terrifying characters, as Mono and Six journey through this world together. DISCOVER A FANTASTICAL WORLD CORRUPTED BY THE SIGNAL TOWER: Escape a world that’s rotten from the inside. Your journey will take you from creepy woodlands to sinister schools on your way to the dreadful Signal Tower. Find the source of the evil that spreads through the TV screens of the world. AWAKEN YOUR INNER CHILD TO SAVE SIX FROM THE DARKNESS: Six is fading from this world, and her only hope is to journey with Mono to find what has afflicted her from the Signal Tower. In this world of unknown terrors, you are her only beacon of hope. Can you gather up the courage to fend off your tormenters, and work with Six to make sense of The Signal Tower?",83,2021-11-02,https://static.metacritic.com/images/products/games/4/3a27fd656a6e11d817fe51423d65d66f-98.jpg
912,913,Destiny 2,"In Destiny 2, the last safe city on Earth has fallen and lays in ruins, occupied by a powerful new enemy and his elite army, the Red Legion. Every player creates his own character called a “Guardian,” humanity’s chosen protectors.  As a Guardian in Destiny 2, players must master new abilities and weapons to reunite the city’s forces, stand together and fight back to reclaim their home. In Destiny 2 players embark on a fresh story filled with new destinations around our solar system to explore, and an expansive amount of activities to discover.  There is something for almost every type of gamer in Destiny 2, including gameplay for solo, cooperative and competitive players set within a vast, evolving and exciting universe. [Bungie]",83,2017-10-24,https://static.metacritic.com/images/products/games/6/a66ffa712c756bfbd7ec9d3891728f58-98.jpg
913,914,Final Fantasy XIV Online: A Realm Reborn,"Previously referenced as ""version 2.0,"" this title has been rebuilt from the ground up, and centers on the core concept of rebirth, featuring a new world to explore and storyline to experience.",83,2013-08-27,https://static.metacritic.com/images/products/games/4/c840a3dd51d7c0c3bbf0dce360f09766-98.jpg
914,915,Card Hunter (2013),Card Hunter is is an innovative new take on strategy gaming that lets its developers flex their turn-based gaming muscles in a way that they never could have as part of a bigger outfit.,83,2013-12-09,https://static.metacritic.com/images/products/games/9/05a199bb7f78bdfc9a3f46dd45aef1f9-98.jpg
915,916,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,"The new season Sam & Max: The Devil's Playhouse is the biggest, strangest and most epic to date. As the saga begins, an otherworldy power for controlling matter and space calls to the strongest and strangest who might wield it - intergalactic warlords and eldritch gods, under-dwellers and scholars of the arcane. Gaming's greatest dog and rabbit sleuths Sam & Max seek the power's ancient secrets, as Max gains shape shifting, teleportation, mind reading and future vision abilities for battling these foes. The saga plays out in a surreal 5 month-long symphony of mayhem that gets deeper and more twisted with each episode. [Telltale Games]",83,2010-05-18,https://static.metacritic.com/images/products/games/0/fc591830a7ec8cc0f24a4a1c04bcb480-98.jpg
916,917,Kathy Rain: Director's Cut,"The award-winning point-and-click adventure returns in the Director's Cut with an extended story, additional puzzles, and new areas to explore. Witness the rise of an iconic detective as you uncover a dark and sinister truth hiding behind the calm exterior of a small rural town. 

Kathy is a strong-willed journalism major who must come to terms with her troubled past as she investigates the mysterious death of her recently departed grandfather.

Armed with her motorcycle, a pack of cigs, and a notepad, Kathy delves into a local mystery surrounding her hometown that will take her on a harrowing journey of emotional and personal turmoil.

As she follows a trail of clues left by her grandfather, questions emerge: What was Joseph Rain really looking for that night all those years ago? What turned him into a mere shell of a man, confined to a wheelchair? What secret did a suicidal young artist take with her to the grave, and why are so many people in Conwell Springs going mad? The truth is dark, sinister, and yours to uncover",83,2021-10-26,https://static.metacritic.com/images/products/games/7/41df41a4c1af50681e60539f3d50ca3d-98.jpg
917,918,The Elder Scrolls V: Skyrim - Dragonborn,"With this official add-on for The Elder Scrolls V: Skyrim, journey off the coast of Morrowind, to the island of Solstheim. Encounter new towns, dungeons, and quests, as you traverse the ash wastes and glacial valleys of this new land. Become more powerful with shouts that bend the will of your enemies and even tame dragons. Your fate, and the fate of Solstheim, hangs in the balance as you face off against your deadliest adversary - the first Dragonborn.",83,2013-05-02,https://static.metacritic.com/images/products/games/3/3ff2e70947b97ce13260dd49afaea983-98.jpg
918,919,Quern - Undying Thoughts,"Discover the truth about Quern’s past, unfold the mysteries of its present, and be the explorer who shapes its future. Quern introduces reusable puzzle mechanics to the classic genre, making the player think about the game as a whole, and not just as a series of individual challenges.",83,2016-11-28,https://static.metacritic.com/images/products/games/0/17de7e161e1f50e10b70ccd717c4d17f-98.jpg
919,920,tERRORbane,"In tERRORbane, you'd expect to save a generic fantasy RPG world from evil, right? Instead, the Developer who created the game keeps on commenting on everything you do, funny bugs and glitches keep on popping up everywhere you go and nothing seems to work the way it should?! What's a good Player to do, but dish out his trusty BUG LIST and use bugs to his advantage to get to the ending credits sequence?

There's nothing that could go hilariously wrong, right?

Enjoy exploring a crazy and outlandish world, full of unique, quirky characters and homages to the media of videogaming and its celebrated history, challenge the Developer with your creativity as you exploit and cheat your way through his sloppy design to try to get to the heart of what is truly needed to make the best games work.",83,2022-01-04,https://static.metacritic.com/images/products/games/4/1b4010035eaaaebc2f2234057b0c87c1-98.jpg
920,921,Paladins,Paladins is a free-to-play game that combines a rich fantasy setting with the fast action of a team-based first-person shooter.,83,2018-08-05,https://static.metacritic.com/images/products/games/9/5326f88373ec9bc242555f076e49bf63-98.jpg
921,922,Ibb & Obb,ibb & obb is a two player cooperative game set in a puzzle filled world where gravity goes both up and down. You can only succeed by working closely together. Find a friend for some true local cooperative couch fun or match up online. Fall up and jump down through 15 levels filled with double gravity puzzles and discover the 8 hidden worlds that will test your new non-Newtonian skills to the maximum. All levels have their own unique music composed by Kettel known for his warm melodic electronica.,83,2014-05-26,https://static.metacritic.com/images/products/games/3/8400114fd45f8524a73b1981ed8d71e8-98.jpg
922,923,Bravely Default II,"Step into a brand-new world with four brand-new heroes.

A new world, a new story, and all-new Heroes of Light await in an original RPG experience arriving on the Nintendo Switch system in 2020! This successor to the original Bravely Default game comes from the team that brought you the Bravely series and Octopath Traveler, and features music from Revo (Sound Horizon/Linked Horizon), acclaimed composer of the Bravely Default soundtrack.

* Brand-new entry in Square Enix's Bravely Series
* Travel the world in search of the four Crystals with the latest incarnation of the brave band known as the Heroes of Light
* Latest creation from Team Asano, creators of the Bravely series and Octopath Traveler
* New world filled with new characters, but with the atmosphere and excitement the Bravely series is known for",83,2021-02-09,https://static.metacritic.com/images/products/games/3/8c89db9820c337936d795ebfc1d6aa49-98.jpg
923,924,Combat Flight Simulator 2: WWII Pacific Theater,"Takes you back in time with authentic aircraft, detailed cockpits, and spectacular scenery. Moving canopies, folding wings, battle-scarred paint, realistic aircraft damage, and last-second bailouts immerse you in a new level of combat flight simulation.  [Microsoft]",83,2000-10-13,https://static.metacritic.com/images/products/games/7/865310de1814286c28fe3ee8bb32ddf0-98.jpg
924,925,World of Outlaws: Sprint Cars,"Hit speeds in excess of 170 mph. Powerslide around tight ovals. Compete in single races, a championship season, or an entire career. Featuring 24 official World of Outlaws drivers, 12 real tracks, jaw-dropping graphics, screaming 3D directional sound and car physics so real it will turn your world upside down. Do you have what it takes to master the meanest machines on wheels? [Infogrames]",83,2003-12-02,https://static.metacritic.com/images/products/games/2/a1201dd75b5ee2c6509248595d699012-98.jpg
925,926,DOOM II,"Let the Obsession begin. Again. This time, the entire forces of the netherworld have overrun Earth. To save her, you must descend into the stygian depths of Hell itself! Battle mightier, nastier, deadlier demons and monsters. Use more powerful weapons. Survive more mind-blowing explosions and more of the bloodiest, fiercest, most awesome blastfest ever! Play DOOM II solo, with two people over a modem, or with up to four players over a LAN (supporting IPX protocol). No matter which way you choose, get ready for adrenaline-pumping, action-packed excitement that's sure to give your heart a real workout. [id Software]",83,1994-09-30,https://static.metacritic.com/images/products/games/3/9951855abba25d9add9fef04c254778d-98.jpg
926,927,Darksiders,"The time for the great Apocalypse of legend has come in Darksiders as you take on the role of War, one of the four Horsemen of the Apocalypse, and rain judgment and destruction down upon the Earth. However, not all is as it seems when you discover that you and your fellow Horsemen have been implicated for the premature destruction of Earth and are swept up in a conspiracy between the forces of Heaven and Hell. Banished and stripped of your powers, embark on an epic quest of revenge and redemption as you battle angels and demons to restore your awesome abilities and seek out who betrayed you.",83,2010-09-23,https://static.metacritic.com/images/products/games/2/2f12183dbb957949152d6199c12d1de7-98.jpg
927,928,DarkMaus,"DarkMaus is an indie action RPG with challenging, skill-based combat that punishes careless play.",83,2016-01-26,https://static.metacritic.com/images/products/games/5/72e0f0157870ef03f94d66a5c9e07063-98.jpg
928,929,Sunset Overdrive,"An open world with no rules, just riots.

Sunset Overdrive is an always changing, open-world game set in the not-so-distant future. A catastrophic event has left your city overrun by mutants. While the majority perish or transform, you flourish. It turns out your calling isn't picking up trash or serving food, it's mutant destruction. With an arsenal of kick-ass, overpowered weapons and a knack for traversing the city with hyper agility, its not the end of days for you. Your story is just beginning.",83,2018-11-16,https://static.metacritic.com/images/products/games/2/62e1914d79ac48ce68c137b65a0dd890-98.jpg
929,930,Divide By Sheep,A math puzzler focusing on friendship and slicing sheep in half with lasers.,83,2015-02-07,https://static.metacritic.com/images/products/games/2/2e35aef5f6fcdd8c50015d0f0e8d408d-98.jpg
930,931,The King's Dilemma: Chronicles,"Lead the King’s Council for generations as the consequences of your decisions decide the kingdom’s resources and political standing. Form alliances, solve dilemmas, and prepare for the final uprising that was foretold by an ancient prophecy",83,2023-01-30,https://static.metacritic.com/images/products/games/8/f6d25f13a26baef37b71c6a0f0bc5f8c-98.jpg
931,932,Warriors Orochi 3 Ultimate,"Fans will experience WARRIORS OROCHI 3 in a brand new light as they enter the fray with the implementation of new generation console features, new storylines and scenarios.",83,2022-12-07,https://static.metacritic.com/images/products/games/7/55bf5d2257c13243fe1d713a9516fab3-98.jpg
932,933,Colin McRae Rally 2.0,"If you can work your way around its shortcomings, you'll find that Colin McRae Rally 2.0 is one of the most engrossing racing sims available.",83,2001-02-13,https://static.metacritic.com/images/products/games/5/cd9677a83c432ee72dc693bca3165027-98.jpg
933,934,Tales From Space: Mutant Blobs Attack,"Tales from Space: Mutant Blobs Attack is a side-scrolling puzzle platformer about an ornery mutant blob that, after being held captive in a lab that can only be described as something out of a retro sci-fi movie from the early '50's, escapes into the world and sets out on a path to destroy and consume everything! A follow-up to last year's PlayStation Network title Tales from Space: About a Blob, Mutant Blobs Attack will contain a wide range of exciting new features and gameplay modes designed exclusively for the PlayStation Vita handheld entertainment system.",83,2012-08-15,https://static.metacritic.com/images/products/games/7/3a84da17c1405e7aab4ffc9d8af904b5-98.jpg
